2024-01-01 01:01:00,2,18
2024-01-01 01:02:00,3,20
2024-01-01 01:03:00,4,25
2024-01-01 01:04:00,5,27
2024-01-01 01:05:00,6,23
2024-01-01 01:06:00,7,19
2024-01-01 01:07:00,8,21
2024-01-01 01:08:00,9,24
2024-01-01 01:09:00,10,26
2024-01-01 01:10:00,1,28
2024-01-01 01:11:00,2,30
2024-01-01 01:12:00,3,32
2024-01-01 01:13:00,4,35
2024-01-01 01:14:00,5,37
2024-01-01 01:15:00,6,33
2024-01-01 01:16:00,7,29
2024-01-01 01:17:00,8,31
2024-01-01 01:18:00,9,34
2024-01-01 01:19:00,10,36
2024-01-01 01:20:00,1,38
2024-01-01 01:21:00,2,40
2024-01-01 01:22:00,3,42
2024-01-01 01:23:00,4,45
2024-01-01 01:24:00,5,47
2024-01-01 01:25:00,6,43
2024-01-01 01:26:00,7,39
2024-01-01 01:27:00,8,41
2024-01-01 01:28:00,9,44
2024-01-01 01:29:00,10,46
2024-01-01 01:30:00,1,48
2024-01-01 01:31:00,2,50
2024-01-01 01:32:00,3,52
2024-01-01 01:33:00,4,55
2024-01-01 01:34:00,5,57
2024-01-01 01:35:00,6,53
2024-01-01 01:36:00,7,49
2024-01-01 01:37:00,8,51
2024-01-01 01:38:00,9,54
2024-01-01 01:39:00,10,56
2024-01-01 01:40:00,1,58
2024-01-01 01:41:00,2,60
2024-01-01 01:42:00,3,62
2024-01-01 01:43:00,4,65
2024-01-01 01:44:00,5,67
2024-01-01 01:45:00,6,63
2024-01-01 01:46:00,7,59
2024-01-01 01:47:00,8,61
2024-01-01 01:48:00,9,64
2024-01-01 01:49:00,10,66
2024-01-01 01:50:00,1,68
2024-01-01 01:51:00,2,70
2024-01-01 01:52:00,3,72
2024-01-01 01:53:00,4,75
2024-01-01 01:54:00,5,77
2024-01-01 01:55:00,6,73
2024-01-01 01:56:00,7,69
2024-01-01 01:57:00,8,71
2024-01-01 01:58:00,9,74
2024-01-01 01:59:00,10,76
2024-01-01 02:00:00,1,78
2024-01-01 02:01:00,2,80
2024-01-01 02:02:00,3,82
2024-01-01 02:03:00,4,85
2024-01-01 02:04:00,5,87
2024-01-01 02:05:00,6,83
2024-01-01 02:06:00,7,79
2024-01-01 02:07:00,8,81
2024-01-01 02:08:00,9,84
2024-01-01 02:09:00,10,86
2024-01-01 02:10:00,1,88
2024-01-01 02:11:00,2,90
2024-01-01 02:12:00,3,92
2024-01-01 02:13:00,4,95
2024-01-01 02:14:00,5,97
2024-01-01 02:15:00,6,93
2024-01-01 02:16:00,7,89
2024-01-01 02:17:00,8,91
2024-01-01 02:18:00,9,94
2024-01-01 02:19:00,10,96
2024-01-01 02:20:00,1,98
2024-01-01 02:21:00,2,100
2024-01-01 02:22:00,3,102
2024-01-01 02:23:00,4,105
2024-01-01 02:24:00,5,107
2024-01-01 02:25:00,6,103
2024-01-01 02:26:00,7,99
2024-01-01 02:27:00,8,101
2024-01-01 02:28:00,9,104
2024-01-01 02:29:00,10,106
2024-01-01 02:30:00,1,108
2024-01-01 02:31:00,2,110
2024-01-01 02:32:00,3,112
2024-01-01 02:33:00,4,115
2024-01-01 02:34:00,5,117
2024-01-01 02:35:00,6,113
2024-01-01 02:36:00,7,109
2024-01-01 02:37:00,8,111
2024-01-01 02:38:00,9,114
2024-01-01 02:39:00,10,116
2024-01-01 02:40:00,1,118
2024-01-01 02:41:00,2,120
2024-01-01 02:42:00,3,122
2024-01-01 02:43:00,4,125
2024-01-01 02:44:00,5,127
2024-01-01 02:45:00,6,123
2024-01-01 02:46:00,7,119
2024-01-01 02:47:00,8,121
2024-01-01 02:48:00,9,124
2024-01-01 02:49:00,10,126
2024-01-01 02:50:00,1,128
2024-01-01 02:51:00,2,130
2024-01-01 02:52:00,3,132
2024-01-01 02:53:00,4,135
2024-01-01 02:54:00,5,137
2024-01-01 02:55:00,6,133
2024-01-01 02:56:00,7,129
2024-01-01 02:57:00,8,131
2024-01-01 02:58:00,9,134
2024-01-01 02:59:00,10,136
2024-01-01 03:00:00,1,138
2024-01-01 03:01:00,2,140
2024-01-01 03:02:00,3,142
2024-01-01 03:03:00,4,145
2024-01-01 03:04:00,5,147
2024-01-01 03:05:00,6,143
2024-01-01 03:06:00,7,139
2024-01-01 03:07:00,8,141
2024-01-01 03:08:00,9,144
2024-01-01 03:09:00,10,146
2024-01-01 03:10:00,1,148
2024-01-01 03:11:00,2,150
2024-01-01 03:12:00,3,152
2024-01-01 03:13:00,4,155
2024-01-01 03:14:00,5,157
2024-01-01 03:15:00,6,153
2024-01-01 03:16:00,7,149
2024-01-01 03:17:00,8,151
2024-01-01 03:18:00,9,154
2024-01-01 03:19:00,10,156
2024-01-01 03:20:00,1,158
2024-01-01 03:21:00,2,160
2024-01-01 03:22:00,3,162
2024-01-01 03:23:00,4,165
2024-01-01 03:24:00,5,167
2024-01-01 03:25:00,6,163
2024-01-01 03:26:00,7,159
2024-01-01 03:27:00,8,161
2024-01-01 03:28:00,9,164
2024-01-01 03:29:00,10,166
2024-01-01 03:30:00,1,168
2024-01-01 03:31:00,2,170
2024-01-01 03:32:00,3,172
2024-01-01 03:33:00,4,175
2024-01-01 03:34:00,5,177
2024-01-01 03:35:00,6,173
2024-01-01 03:36:00,7,169
2024-01-01 03:37:00,8,171
2024-01-01 03:38:00,9,174
2024-01-01 03:39:00,10,176
2024-01-01 03:40:00,1,178
2024-01-01 03:41:00,2,180
2024-01-01 03:42:00,3,182
2024-01-01 03:43:00,4,185
2024-01-01 03:44:00,5,187
2024-01-01 03:45:00,6,183
2024-01-01 03:46:00,7,179
2024-01-01 03:47:00,8,181
2024-01-01 03:48:00,9,184
2024-01-01 03:49:00,10,186
2024-01-01 03:50:00,1,188
2024-01-01 03:51:00,2,190
2024-01-01 03:52:00,3,192
2024-01-01 03:53:00,4,195
2024-01-01 03:54:00,5,197
2024-01-01 03:55:00,6,193
2024-01-01 03:56:00,7,189
2024-01-01 03:57:00,8,191
2024-01-01 03:58:00,9,194
2024-01-01 03:59:00,10,196
2024-01-01 04:00:00,1,198
2024-01-01 04:01:00,2,200
2024-01-01 04:02:00,3,202
2024-01-01 04:03:00,4,205
2024-01-01 04:04:00,5,207
2024-01-01 04:05:00,6,203
2024-01-01 04:06:00,7,199
2024-01-01 04:07:00,8,201
2024-01-01 04:08:00,9,204
2024-01-01 04:09:00,10,206
2024-01-01 04:10:00,1,208
2024-01-01 04:11:00,2,210
2024-01-01 04:12:00,3,212
2024-01-01 04:13:00,4,215
2024-01-01 04:14:00,5,217
2024-01-01 04:15:00,6,213
2024-01-01 04:16:00,7,209
2024-01-01 04:17:00,8,211
2024-01-01 04:18:00,9,214
2024-01-01 04:19:00,10,216
2024-01-01 04:20:00,1,218
2024-01-01 04:21:00,2,220
2024-01-01 04:22:00,3,222
2024-01-01 04:23:00,4,225
2024-01-01 04:24:00,5,227
2024-01-01 04:25:00,6,223
2024-01-01 04:26:00,7,219
2024-01-01 04:27:00,8,221
2024-01-01 04:28:00,9,224
2024-01-01 04:29:00,10,226
2024-01-01 04:30:00,1,228
2024-01-01 04:31:00,2,230
2024-01-01 04:32:00,3,232
2024-01-01 04:33:00,4,235
2024-01-01 04:34:00,5,237
2024-01-01 04:35:00,6,233
2024-01-01 04:36:00,7,229
2024-01-01 04:37:00,8,231
2024-01-01 04:38:00,9,234
2024-01-01 04:39:00,10,236
